Review,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#PRICES,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL,processed_review
"Phòng sạch đẹp, tiện nghi, có view nhìn ra Hồ Tây rất tuyệt. Khách sạn ngay mặt đường, rất tiện bắt taxi. Bữa sáng ngon, nhiều món để lựa chọn.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Phòng_sạch_đẹp_,_tiện_nghi_,_có_view_nhìn_ra_Hồ_Tây_rất_tuyệt_vời_._Khách_sạn_ngay_mặt_đường_,_rất_tiện_bắt_taxi_._Bữa_sáng_ngon_,_nhiều_món_để_lựa_chọn_."
Khách sạn không có gì là đặc biệt với tôi . Tuy nhiên dịch vụ cũng như chất lượng khách sạn xứng đáng với số tiền tôi bỏ ra.Vì vậy tôi hài lòng với những gì trải qua 2 đêm ở khách sạn.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Khách_sạn_không_có_gì_là_đặc_biệt_với_tôi_._Tuy_nhiên_dịch_vụ_cũng_như_chất_lượng_khách_sạn_xứng_đáng_với_số_tiền_tôi_bỏ_ra_._vì_vậy_tôi_hài_lòng_với_những_gì_trải_qua_2_đêm_ở_khách_sạn_.
"Tôi đi du lịch với một người bạn đến Hạ Long, Hải Phòng và điểm cuối cùng của chúng tôi tại Hà Nội. Chúng tôi đến khách sạn khoảng 2:30 và chúng tôi kiểm tra tại phòng 601, 602. Chúng tôi rất ấn tượng bởi các dịch vụ được cung cấp. Có thể thấy rằng Chủ khách sạn đã rất đầu tư vào việc trang trí khách sạn với các loại đá cẩm thạch được nhập khẩu từ nước ngoài. Tôi đánh giá cao sự sạch sẽ của các phòng trong khách sạn. Khách sạn có 1 nhà hàng tại tầng 11 với 1 view rất đẹp. Nhà hàng phục vụ thức ăn rất tốt và chúng tôi nhận được một đề nghị từ các đầu bếp đó là thử các món lẩu đặc biệt với thịt bò trộn & gà (như Nhật Bản Sabu Sabu, Trung Quốc). Ngoài ra chúng tôi cũng rất ấn tượng với món Phở ở đây. Khi ở tại khách sạn chúng tôi đã có nhiều trải nghiệm thú vị",0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tôi_đi_du_lịch_với_một_người_bạn_đến_Hạ_Long_,_Hải_Phòng_và_điểm_cuối_cùng_của_chúng_tôi_tại_Hà_Nội_._Chúng_tôi_đến_khách_sạn_khoảng_2_:_30_và_chúng_tôi_kiểm_tra_tại_phòng_601_,_602_._Chúng_tôi_rất_ấn_tượng_bởi_các_dịch_vụ_được_cung_cấp_._Có_thể_thấy_rằng_Chủ_khách_sạn_đã_rất_đầu_tư_vào_việc_trang_trí_khách_sạn_với_các_loại_đá_cẩm_thạch_được_nhập_khẩu_từ_nước_ngoài_._Tôi_đánh_giá_cao_sự_sạch_sẽ_của_các_phòng_trong_khách_sạn_._Khách_sạn_có_1_nhà_hàng_tại_tầng_11_với_1_view_rất_đẹp_._Nhà_hàng_phục_vụ_thức_ăn_rất_tốt_và_chúng_tôi_nhận_được_một_đề_nghị_từ_các_đầu_bếp_đó_là_thử_các_món_lẩu_đặc_biệt_với_thịt_bò_trộn_gà_(_như_Nhật_Bản_Sabu_Sabu_,_Trung_Quốc_)_._Ngoài_ra_chúng_tôi_cũng_rất_ấn_tượng_với_món_Phở_ở_đây_._Khi_ở_tại_khách_sạn_chúng_tôi_đã_có_nhiều_trải_nghiệm_thú_vị"
"Nếu bạn đang tìm kiếm một khách sạn cao cấp thì tôi khuyên bạn nên chọn khách sạn này.Phải thừa nhận rằng nó xa khu Phố Cổ nhưng lại gần Hồ Tây,rất rộng và thoáng mát. Phòng sạch sẽ, có ban công,tv màn hình phẳng, bồn tắm... Đường phố khá ồn ào từ sáng sớm. Các nhà hàng trên tầng thượng có 1 cảnh quan tuyệt vời, các món ăn rất tốt. Dịch vụ massage, rất, rất thoải mái và tuyệt vời cùng một mức giá hợp lý. Người phụ nữ ở quầy lễ tân thật sự chuyên nghiệp khi chị sắp xếp vé tàu, vé máy bay , thậm chí chị còn chỉ các nhà hàng, các điểm du lịch nổi tiếng ở Hà Nội cho chúng tôi.",0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Nếu_bạn_đang_tìm_kiếm_một_khách_sạn_cao_cấp_thì_tôi_khuyên_bạn_nên_chọn_khách_sạn_này_._Phải_thừa_nhận_rằng_nó_xa_khu_Phố_Cổ_nhưng_lại_gần_Hồ_Tây_,_rất_rộng_và_thoáng_mát_._Phòng_sạch_sẽ_,_có_ban_công_,_tv_màn_hình_phẳng_,_bồn_tắm_..._Đường_phố_khá_ồn_ào_từ_sáng_sớm_._Các_nhà_hàng_trên_tầng_thượng_có_1_cảnh_quan_tuyệt_vời_vời_,_các_món_ăn_rất_tốt_._Dịch_vụ_massage_,_rất_,_rất_thoải_mái_và_tuyệt_vời_vời_cùng_một_mức_giá_hợp_lý_._Người_phụ_nữ_ở_quầy_lễ_tân_thật_sự_chuyên_nghiệp_khi_chị_sắp_xếp_vé_tàu_,_vé_máy_bay_,_thậm_chí_chị_còn_chỉ_các_nhà_hàng_,_các_điểm_du_lịch_nổi_tiếng_ở_Hà_Nội_cho_chúng_tôi_."
"Khách sạn Sunset Westlake Hà Nội nói chung là tốt. Tuy nhiên, bữa sáng tại khách sạn chưa phong phú! Phòng view đẹp, nhân viên nhiệt tình!",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Khách_sạn_Sunset_Westlake_Hà_Nội_nói_chung_là_tốt_._Tuy_nhiên_,_bữa_sáng_tại_khách_sạn_chưa_phong_phú_!_Phòng_view_đẹp_,_nhân_viên_nhiệt_tình_!"
"Minh rat thich dia diem ks , pho g minh nhin ra vua co bien , co nui , di bo doc duong bien rat mat va co nhieu hang quan vui nhon , gia ca chap nhan dc , noi chung minh rat thich va se la tuyet voi neu nhu minh duoc phuc vu khan lau khong bi rach , cu ( minh nghi kai 3 ngay nhung co den 2 ngay la dc phuc vu khan o the goi la khan cua ks 3 sao that dang tiec , )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Minh_rat_thich_dia_diem_khách_sạn_,_pho_g_minh_nhin_ra_vua_co_bien_,_co_nui_,_di_bo_doc_duong_bien_rat_mat_va_co_nhieu_hang_quan_vui_nhon_,_gia_ca_chap_nhan_được_,_noi_chung_minh_rat_thich_va_se_la_tuyet_voi_neu_nhu_minh_duoc_phuc_vu_khan_lau_khong_bi_rach_,_cu_(_minh_nghi_kai_3_ngay_nhung_co_den_2_ngay_la_được_phuc_vu_khan_o_the_goi_la_khan_cua_khách_sạn_3_sao_that_dang_tiec_,_)"
"Đối với khách sạn: Vị trí tốt, gần các khu siêu thị, chợ... Nhân viên phục vụ tốt từ tiếp tân đến phục vụ phòng. Phòng sạch sẽ.Đối với dịch vụ của Chudu24: dịch vụ tốt, chuyên nghiệp, nhân viên vui vẻ, phong cách làm việc tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Đối_với_khách_sạn_:_Vị_trí_tốt_,_gần_các_khu_siêu_thị_,_chợ_..._Nhân_viên_phục_vụ_tốt_từ_tiếp_tân_đến_phục_vụ_phòng_._Phòng_sạch_sẽ_._Đối_với_dịch_vụ_của_Chudu24_:_dịch_vụ_tốt_,_chuyên_nghiệp_,_nhân_viên_vui_vẻ_,_phong_cách_làm_việc_tốt_."
"Dịch vụ tốt, thái độ phục vụ tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dịch_vụ_tốt_,_thái_độ_phục_vụ_tốt_."
"Mình vừa đi Đà Nẵng và ở Khách Sạn Công đoàn Thanh Bình. Nói chung là khách sạn cũ, phòng nhỏ, phòng vệ sinh cũ, bẩn. Lễ tân không nhiệt tình thân thiện. Phục vụ phòng rất vô ý thức, nói cười to, dọn phòng không sạch và có hôm quên luôn dọn phòng. Nói chung mình sẽ không ở khách sạn Công đoàn Thanh Bình nếu lần sau tới Đà Nẵng.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"Mình_vừa_đi_Đà_Nẵng_và_ở_Khách_Sạn_Công_đoàn_Thanh_Bình_._Nói_chung_là_khách_sạn_cũ_,_phòng_nhỏ_,_phòng_vệ_sinh_cũ_,_bẩn_._Lễ_tân_không_nhiệt_tình_thân_thiện_._Phục_vụ_phòng_rất_vô_ý_thức_,_nói_cười_to_,_dọn_phòng_không_sạch_và_có_hôm_quên_luôn_dọn_phòng_._Nói_chung_mình_sẽ_không_ở_khách_sạn_Công_đoàn_Thanh_Bình_nếu_lần_sau_tới_Đà_Nẵng_."
"Giá cả khá mềm, hợp với túi tiền. Phòng sạch, gọn gàng. Tôi khá hài lòng với Khách sạn này trong kỳ nghỉ vừa rồi. Rất cảm ơn Mytour đã hỗ trợ.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Giá_cả_khá_mềm_,_hợp_với_túi_tiền_._Phòng_sạch_,_gọn_gàng_._Tôi_khá_hài_lòng_với_Khách_sạn_này_trong_kỳ_nghỉ_vừa_rồi_._Rất_cảm_ơn_Mytour_đã_hỗ_trợ_."
"Hơi xa trung tâm, bãi biển không được đẹp lắm. Tiện nghi khách sạn đầy đủ. Nhân viện thân thiện vui vẻ. Xung quanh khách sạn khá yên tĩnh, không đông vui cho lắm",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Hơi_xa_trung_tâm_,_bãi_biển_không_được_đẹp_lắm_._Tiện_nghi_khách_sạn_đầy_đủ_._Nhân_viện_thân_thiện_vui_vẻ_._Xung_quanh_khách_sạn_khá_yên_tĩnh_,_không_đông_vui_cho_lắm"
"Tôi khá hài lòng khi nghỉ tại đây. Nhân viên phục vụ tốt, linh động và dễ thương. Khách sạn ở vị trí trung tâm, chất lượng phòng khá thoải mái và dễ chịu.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"Tôi_khá_hài_lòng_khi_nghỉ_tại_đây_._Nhân_viên_phục_vụ_tốt_,_linh_động_và_dễ_thương_._Khách_sạn_ở_vị_trí_trung_tâm_,_chất_lượng_phòng_khá_thoải_mái_và_dễ_chịu_."
"Tôi rất thích khuôn viên khách sạn rộng rãi , từ sảnh đón cho đến bãi đậu xe , đó là điều kiện đầu tiên để tôi chọn đặt phòng. Tuy nhiên, khách sạn chưa đủ tiêu chuẩn 3 sao.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tôi_rất_thích_khuôn_viên_khách_sạn_rộng_rãi_,_từ_sảnh_đón_cho_đến_bãi_đậu_xe_,_đó_là_điều_kiện_đầu_tiên_để_tôi_chọn_đặt_phòng_._Tuy_nhiên_,_khách_sạn_chưa_đủ_tiêu_chuẩn_3_sao_."
"Chúng tôi rất vui khi nhân viên phục vụ khách sạn ở đây phục vụ rất nhiệt tình, tất cả hài lòng với giá phòng hợp lý và có buổi ăn sáng buffet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Chúng_tôi_rất_vui_khi_nhân_viên_phục_vụ_khách_sạn_ở_đây_phục_vụ_rất_nhiệt_tình_,_tất_cả_hài_lòng_với_giá_phòng_hợp_lý_và_có_buổi_ăn_sáng_buffet_."
"Giá rẻ, miễn phí wifi và ăn sáng với buffet. Wifi khá nhanh, xem video hay nghe nhạc vô tư. Phòng cũng thường, sàn hơi nhám chân. Chăn bẩn, nếu bạn không mặc áo thì sáng có thể bị ngứa.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,"Giá_rẻ_,_miễn_phí_wifi_và_ăn_sáng_với_buffet_._Wifi_khá_nhanh_,_xem_video_hay_nghe_nhạc_vô_tư_._Phòng_cũng_thường_,_sàn_hơi_nhám_chân_._Chăn_bẩn_,_nếu_bạn_không_mặc_áo_thì_sáng_có_thể_bị_ngứa_."
"Vị trí không gần trung tâm lắm, gần bờ biển nhưng lại bị chắn bởi hàng rào dự án nên ko nhìn đc ra biển. Phòng rộng rãi sạch sẽ, trong khi giá phòng khá mềm. Không nên ăn hải sản ở trên đg Nguyễn Tất Thành, vì khu đấy gần biển, chuyên bán cho khách du lịch. Hải sản vừa rẻ vừa ngon là ở bên bờ sông Hàn, khu vực quanh đg Trần Hưng Đạo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Vị_trí_không_gần_trung_tâm_lắm_,_gần_bờ_biển_nhưng_lại_bị_chắn_bởi_hàng_rào_dự_án_nên_không_nhìn_được_ra_biển_._Phòng_rộng_rãi_sạch_sẽ_,_trong_khi_giá_phòng_khá_mềm_._Không_nên_ăn_hải_sản_ở_trên_đg_Nguyễn_Tất_Thành_,_vì_khu_đấy_gần_biển_,_chuyên_bán_cho_khách_du_lịch_._Hải_sản_vừa_rẻ_vừa_ngon_là_ở_bên_bờ_sông_Hàn_,_khu_vực_quanh_đg_Trần_Hưng_Đạo"
